,교과구분,개설대학,개설학과,학년,교과목 번호,강좌번호,교과목명(부제명),학점-강의-실습,수업교시-수업형태-강의실(동-호),담당교수,강의계획서,정원,수강신청인원,비고
110,교양,사범대학,윤리교육과,1학년,C20.117,001,사상과 윤리,3-3-0,"['월(15:30~16:45)', '이론', '10-1-308(무선랜제공)', '수(15:30~16:45)', '이론', '10-1-308(무선랜제공)']",조진호 (대표교수),Y,60 (30),17,
111,교양,사범대학,윤리교육과,1학년,C20.117,002,사상과 윤리,3-3-0,"['화(14:00~15:15)', '이론', '43-1-401(무선랜제공)', '목(14:00~15:15)', '이론', '43-1-401(무선랜제공)']",김남희 (대표교수),Y,60 (30),43,
112,교양,사범대학,윤리교육과,1학년,C20.117,003,사상과 윤리,3-3-0,"['화(15:30~16:45)', '이론', '43-1-401(무선랜제공)', '목(15:30~16:45)', '이론', '43-1-401(무선랜제공)']",김남희 (대표교수),Y,60 (30),38,
113,교양,인문대학,철학과,1학년,C20.118,001,사회철학의 이해,3-3-0,"['화(12:30~13:45)', '이론', '6-105(무선랜제공)', '목(12:30~13:45)', '이론', '6-105(무선랜제공)']",오근창 (대표교수),Y,60 (30),31,
114,교양,인문대학,철학과,1학년,C20.119,001,생명의료윤리,3-3-0,"['화(09:30~10:45)', '이론', '7-102(무선랜제공)', '목(09:30~10:45)', '이론', '7-102(무선랜제공)']",강희경 (대표교수),Y,60 (30),26,
115,교양,인문대학,철학과,1학년,C20.119,002,생명의료윤리,3-3-0,"['월(09:30~10:45)', '이론', '7-218(무선랜제공)', '수(09:30~10:45)', '이론', '7-218(무선랜제공)']",이정환 (대표교수),Y,60 (30),23,
116,교양,인문대학,역사학부(서양사학전공),1학년,C20.120,002,서양문명의 역사 1: 고대에서 르네상스까지,3-3-0,"['월(12:30~13:45)', '이론', '14-102(무선랜제공)', '수(12:30~13:45)', '이론', '14-102(무선랜제공)']",안민석 (대표교수),Y,60 (30),10,* 역수강금지 교과목: L0547.003300 <처음 배우는 서양사>
117,교양,인문대학,역사학부(서양사학전공),1학년,C20.121,002,서양문명의 역사 2: 종교개혁에서 냉전까지,3-3-0,"['월(15:30~16:45)', '이론', '14-203(무선랜제공)', '수(15:30~16:45)', '이론', '14-203(무선랜제공)']",정상수 (대표교수),Y,60 (30),12,* 역수강금지 교과목: L0547.003300 <처음 배우는 서양사>
118,교양,인문대학,철학과,1학년,C20.122,001,서양철학의 고전,3-3-0,"['화(14:00~15:15)', '이론', '7-203(무선랜제공)', '목(14:00~15:15)', '이론', '7-203(무선랜제공)']",강성훈 (대표교수),Y,60 (42),40,*(권장과목)
119,교양,인문대학,철학과,1학년,C20.123,001,서양철학의 이해,3-3-0,"['월(12:30~13:45)', '이론', '7-106(무선랜제공)', '수(12:30~13:45)', '이론', '7-106(무선랜제공)']",김민호 (대표교수),Y,60 (42),23,*(권장과목)
120,교양,인문대학,철학과,1학년,C20.123,002,서양철학의 이해,3-3-0,"['월(11:00~12:15)', '이론', '7-202(무선랜제공)', '수(11:00~12:15)', '이론', '7-202(무선랜제공)']",서원주 (대표교수),Y,60 (42),46,*(권장과목)
121,교양,인문대학,철학과,1학년,C20.123,003,서양철학의 이해,3-3-0,"['화(14:00~15:15)', '이론', '7-210', '목(14:00~15:15)', '이론', '7-210']",장성빈 (대표교수),Y,60 (42),43,*(권장과목)
122,교양,인문대학,철학과,1학년,C20.124,001,성의 철학과 성윤리,3-3-0,"['화(14:00~15:15)', '이론', '43-1-402(무선랜제공)', '목(14:00~15:15)', '이론', '43-1-402(무선랜제공)']",변문숙 (대표교수),Y,60 (30),66,
123,교양,인문대학,철학과,1학년,C20.124,002,성의 철학과 성윤리,3-3-0,"['화(15:30~16:45)', '이론', '43-1-402(무선랜제공)', '목(15:30~16:45)', '이론', '43-1-402(무선랜제공)']",변문숙 (대표교수),Y,60 (30),61,
124,교양,인문대학,철학과,1학년,C20.124,003,성의 철학과 성윤리,3-3-0,"['화(12:30~13:45)', '이론', '5-107-1(무선랜제공)', '목(12:30~13:45)', '이론', '5-107-1(무선랜제공)']",장성빈 (대표교수),Y,60 (30),10,
125,교양,인문대학,역사학부(동양사학전공),1학년,C20.126,001,역사 속의 중화와 그 이웃,3-3-0,"['월(14:00~15:15)', '이론', '14-208(무선랜제공)', '수(14:00~15:15)', '이론', '14-208(무선랜제공)']",방윤미 (대표교수),Y,60 (30),37,
126,교양,인문대학,역사학부(동양사학전공),1학년,C20.126,002,역사 속의 중화와 그 이웃,3-3-0,"['화(15:30~16:45)', '이론', '9-119(무선랜제공)', '목(15:30~16:45)', '이론', '9-119(무선랜제공)']",장호영 (대표교수),Y,60 (30),11,
127,교양,인문대학,역사학부(한국사학전공),1학년,C20.127,001,역사와 역사 재현,3-3-0,"['월(12:30~13:45)', '이론', '7-218(무선랜제공)', '수(12:30~13:45)', '이론', '7-218(무선랜제공)']",박진서 (대표교수),Y,60 (42),4,*권장과목
128,교양,인문대학,역사학부(한국사학전공),1학년,C20.127,002,역사와 역사 재현,3-3-0,"['화(15:30~16:45)', '이론', '43-1-403(무선랜제공)', '목(15:30~16:45)', '이론', '43-1-403(무선랜제공)']",서은혜 (대표교수),Y,60 (42),58,*권장과목
129,교양,인문대학,미학과,1학년,C20.128,001,예술과 신화,3-3-0,"['화(12:30~13:45)', '이론', '8-101(무선랜제공)', '목(12:30~13:45)', '이론', '8-101(무선랜제공)']",권혁성 (대표교수),Y,60 (30),38,
130,교양,인문대학,미학과,1학년,C20.129,001,예술의 가치와 비평,3-3-0,"['월(17:00~18:15)', '이론', '7-202(무선랜제공)', '수(17:00~18:15)', '이론', '7-202(무선랜제공)']",조선우 (대표교수),Y,60 (42),43,
131,교양,인문대학,미학과,1학년,C20.129,002,예술의 가치와 비평,3-3-0,"['월(12:30~13:45)', '이론', '7-102(무선랜제공)', '수(12:30~13:45)', '이론', '7-102(무선랜제공)']",조희원 (대표교수),Y,60 (42),28,
132,교양,인문대학,역사학부(동양사학전공),1학년,C20.130,001,이슬람 문명의 역사,3-3-0,"['화(09:30~10:45)', '이론', '14-203(무선랜제공)', '목(09:30~10:45)', '이론', '14-203(무선랜제공)']",이주연 (대표교수),Y,60 (42),6,
133,교양,인문대학,역사학부(한국사학전공),1학년,C20.132,001,인물로 본 한국사,3-3-0,"['화(12:30~13:45)', '이론', '43-1-402(무선랜제공)', '목(12:30~13:45)', '이론', '43-1-402(무선랜제공)']",송기원 (대표교수),Y,60 (30),27,
134,교양,인문대학,역사학부(한국사학전공),1학년,C20.132,002,인물로 본 한국사,3-3-0,"['월(11:00~12:15)', '이론', '43-1-201(무선랜제공)', '수(11:00~12:15)', '이론', '43-1-201(무선랜제공)']",김웅학 (대표교수),Y,60 (30),38,
135,교양,인문대학,역사학부(동양사학전공),1학년,C20.133,001,일본의 인물과 역사,3-3-0,"['화(09:30~10:45)', '이론', '9-119(무선랜제공)', '목(09:30~10:45)', '이론', '9-119(무선랜제공)']",황수경 (대표교수),Y,60 (30),7,
136,교양,인문대학,역사학부(한국사학전공),1학년,C20.135,001,조선의 역사적 성취와 유산,3-3-0,"['월(12:30~13:45)', '이론', '43-1-402(무선랜제공)', '수(12:30~13:45)', '이론', '43-1-402(무선랜제공)']",장래건 (대표교수),Y,60 (30),55,
137,교양,인문대학,역사학부(한국사학전공),1학년,C20.135,002,조선의 역사적 성취와 유산,3-3-0,"['화(12:30~13:45)', '이론', '8-B101(무선랜제공)', '목(12:30~13:45)', '이론', '8-B101(무선랜제공)']",장대근 (대표교수),Y,60 (30),44,
138,교양,인문대학,종교학과,1학년,C20.136,001,종교 상징의 세계,3-3-0,"['월(14:00~15:15)', '이론', '5-110', '수(14:00~15:15)', '이론', '5-110']",최연정 (대표교수),Y,60 (42),11,*권장과목
139,교양,인문대학,역사학부(동양사학전공),1학년,C20.139,001,중국의 전통과 현대,3-3-0,"['월(09:30~10:45)', '이론', '9-119(무선랜제공)', '수(09:30~10:45)', '이론', '9-119(무선랜제공)']",이용운 (대표교수),Y,60 (42),4,
140,교양,인문대학,역사학부(서양사학전공),1학년,C20.140,001,처음 배우는 서양사 ,3-3-0,"['화(12:30~13:45)', '이론', '9-119(무선랜제공)', '목(12:30~13:45)', '이론', '9-119(무선랜제공)']",고광열 (대표교수),Y,60 (30),33,"®* 공과대학, 자연과학대학, 농업생명과학대학, 수의과대학, 간호대학, 약학대학, 의과대학, 의학대학원, 치의학대학원 ※ 위 9개 단과대학 이외에는 수강신청 불가. * <서양문명의 역사1>, <서양문명의 역사2> 수업을 들은 학생은 역수강 불가"
141,교양,인문대학,역사학부(서양사학전공),1학년,C20.140,002,처음 배우는 서양사 ,3-3-0,"['월(15:30~16:45)', '이론', '14-208(무선랜제공)', '수(15:30~16:45)', '이론', '14-208(무선랜제공)']",이하일 (대표교수),Y,60 (30),36,"* <서양문명의 역사1>, <서양문명의 역사2> 수업을 들은 학생은 역수강 불가"
142,교양,인문대학,철학과,1학년,C20.141,001,철학개론,3-3-0,"['화(11:00~12:15)', '이론', '6-103(무선랜제공)', '목(11:00~12:15)', '이론', '6-103(무선랜제공)']",이석재 (대표교수),Y,60 (30),33,ⓔ
143,교양,인문대학,철학과,1학년,C20.141,002,철학개론,3-3-0,"['화(09:30~10:45)', '이론', '7-218(무선랜제공)', '목(09:30~10:45)', '이론', '7-218(무선랜제공)']",박지영 (대표교수),Y,60 (30),40,
144,교양,인문대학,철학과,1학년,C20.141,003,철학개론,3-3-0,"['월(15:30~16:45)', '이론', '7-202(무선랜제공)', '수(15:30~16:45)', '이론', '7-202(무선랜제공)']",서영화 (대표교수),Y,60 (30),38,
145,교양,인문대학,철학과,1학년,C20.141,004,철학개론,3-3-0,"['화(12:30~13:45)', '이론', '6-103(무선랜제공)', '목(12:30~13:45)', '이론', '6-103(무선랜제공)']",오지호 (대표교수),Y,60 (30),47,
146,교양,인문대학,미학과,1학년,C20.142,002,철학으로 예술 보기,3-3-0,"['월(09:30~10:45)', '이론', '8-B101(무선랜제공)', '수(09:30~10:45)', '이론', '8-B101(무선랜제공)']",김동훈 (대표교수),Y,60 (30),8,
147,교양,인문대학,미학과,1학년,C20.142,003,철학으로 예술 보기,3-3-0,"['월(17:00~18:15)', '이론', '8-B101(무선랜제공)', '수(17:00~18:15)', '이론', '8-B101(무선랜제공)']",김동훈 (대표교수),Y,60 (30),13,
148,교양,인문대학,역사학부(동양사학전공),1학년,C20.143,001,테마 중국사,3-3-0,"['화(12:30~13:45)', '이론', '14-208(무선랜제공)', '목(12:30~13:45)', '이론', '14-208(무선랜제공)']",조종성 (대표교수),Y,60 (30),21,
149,교양,인문대학,역사학부(동양사학전공),1학년,C20.143,002,테마 중국사,3-3-0,"['월(12:30~13:45)', '이론', '14-203(무선랜제공)', '수(12:30~13:45)', '이론', '14-203(무선랜제공)']",이정범 (대표교수),Y,60 (30),4,
150,교양,인문대학,미학과,1학년,C20.144,001,페미니즘 미학과 예술,3-3-0,"['화(11:00~12:15)', '이론', '7-203(무선랜제공)', '목(11:00~12:15)', '이론', '7-203(무선랜제공)']",안소현 (대표교수),Y,60 (30),58,
151,교양,인문대학,미학과,1학년,C20.144,002,페미니즘 미학과 예술,3-3-0,"['월(11:00~12:15)', '이론', '43-1-402(무선랜제공)', '수(11:00~12:15)', '이론', '43-1-402(무선랜제공)']",김남이 (대표교수),Y,60 (30),28,ⓔ
152,교양,인문대학,역사학부(한국사학전공),1학년,C20.145,001,한국 중세의 사회와 문화,3-3-0,"['월(15:30~16:45)', '이론', '43-1-201(무선랜제공)', '수(15:30~16:45)', '이론', '43-1-201(무선랜제공)']",배재호 (대표교수),Y,60 (30),27,
153,교양,인문대학,역사학부(한국사학전공),1학년,C20.146,001,한국고대사의 쟁점,3-3-0,"['화(09:30~10:45)', '이론', '7-106(무선랜제공)', '목(09:30~10:45)', '이론', '7-106(무선랜제공)']",최영은 (대표교수),Y,60 (30),3,
154,교양,인문대학,역사학부(한국사학전공),1학년,C20.147,001,한국문화와 불교,3-3-0,"['월(15:30~16:45)', '이론', '83-506', '수(15:30~16:45)', '이론', '83-506']",최승이 (대표교수),Y,60 (30),57,
155,교양,인문대학,역사학부(한국사학전공),1학년,C20.148,001,한국문화와 유교사회,3-3-0,"['화(11:00~12:15)', '이론', '43-1-304(무선랜제공)', '목(11:00~12:15)', '이론', '43-1-304(무선랜제공)']",박근환 (대표교수),Y,60 (30),15,
156,교양,인문대학,역사학부(한국사학전공),1학년,C20.149,001,한국사,3-3-0,"['화(11:00~12:15)', '이론', '14-203(무선랜제공)', '목(11:00~12:15)', '이론', '14-203(무선랜제공)']",박성현 (대표교수),Y,60 (30),13,
157,교양,인문대학,역사학부(한국사학전공),1학년,C20.149,002,한국사,3-3-0,"['월(15:30~16:45)', '이론', '43-1-101(무선랜제공)', '수(15:30~16:45)', '이론', '43-1-101(무선랜제공)']",김원혁 (대표교수),Y,60 (30),51,
158,교양,인문대학,역사학부(한국사학전공),1학년,C20.149,004,한국사,3-3-0,"['월(12:30~13:45)', '이론', '9-119(무선랜제공)', '수(12:30~13:45)', '이론', '9-119(무선랜제공)']",김한빛 (대표교수),Y,60 (30),59,ⓔ
159,교양,인문대학,역사학부(한국사학전공),1학년,C20.149,005,한국사,3-3-0,"['월(14:00~15:15)', '이론', '14-610', '수(14:00~15:15)', '이론', '14-610']",김혜원 (대표교수),Y,60 (30),23,
160,교양,인문대학,역사학부(한국사학전공),1학년,C20.150,001,한국사의 새로운 해석,3-3-0,"['월(12:30~13:45)', '이론', '43-1-101(무선랜제공)', '수(12:30~13:45)', '이론', '43-1-101(무선랜제공)']",정승화 (대표교수),Y,60 (42),5,*권장과목
161,교양,인문대학,역사학부(한국사학전공),1학년,C20.150,002,한국사의 새로운 해석,3-3-0,"['화(17:00~18:15)', '이론', '14-208(무선랜제공)', '목(17:00~18:15)', '이론', '14-208(무선랜제공)']",박준영 (대표교수),Y,60 (42),45,*권장과목
162,교양,인문대학,역사학부(한국사학전공),1학년,C20.151,001,한국의 문화유산,3-3-0,"['화(11:00~12:15)', '이론', '7-106(무선랜제공)', '목(11:00~12:15)', '이론', '7-106(무선랜제공)']",한지선 (대표교수),Y,60 (30),11,
163,교양,인문대학,역사학부(한국사학전공),1학년,C20.151,002,한국의 문화유산,3-3-0,"['월(15:30~16:45)', '이론', '43-1-301(무선랜제공)', '수(15:30~16:45)', '이론', '43-1-301(무선랜제공)']",방범석 (대표교수),Y,60 (30),60,
164,교양,인문대학,역사학부(한국사학전공),1학년,C20.151,003,한국의 문화유산,3-3-0,"['월(12:30~13:45)', '이론', '7-101(무선랜제공)', '수(12:30~13:45)', '이론', '7-101(무선랜제공)']",고태진 (대표교수),Y,60 (30),54,
165,교양,인문대학,역사학부(한국사학전공),1학년,C20.152,001,한국의 역사가와 역사학,3-3-0,"['월(09:30~10:45)', '이론', '14-203(무선랜제공)', '수(09:30~10:45)', '이론', '14-203(무선랜제공)']",김명재 (대표교수),Y,60 (30),6,
166,교양,인문대학,역사학부(한국사학전공),1학년,C20.152,002,한국의 역사가와 역사학,3-3-0,"['화(09:30~10:45)', '이론', '14-208(무선랜제공)', '목(09:30~10:45)', '이론', '14-208(무선랜제공)']",오승관 (대표교수),Y,60 (30),6,
167,교양,인문대학,역사학부(한국사학전공),1학년,C20.153,001,한국현대사의 이해,3-3-0,"['월(09:30~10:45)', '이론', '43-1-402(무선랜제공)', '수(09:30~10:45)', '이론', '43-1-402(무선랜제공)']",윤성민 (대표교수),Y,60 (30),34,
168,교양,인문대학,역사학부(한국사학전공),1학년,C20.153,002,한국현대사의 이해,3-3-0,"['화(15:30~16:45)', '이론', '8-301(무선랜제공)', '목(15:30~16:45)', '이론', '8-301(무선랜제공)']",임다은 (대표교수),Y,60 (30),46,
169,교양,인문대학,역사학부(한국사학전공),1학년,C20.153,003,한국현대사의 이해,3-3-0,"['월(12:30~13:45)', '이론', '14-B101(무선랜제공)', '수(12:30~13:45)', '이론', '14-B101(무선랜제공)']",홍수현 (대표교수),Y,60 (30),17,
170,교양,인문대학,역사학부(한국사학전공),1학년,C20.153,004,한국현대사의 이해,3-3-0,"['화(09:30~10:45)', '이론', '83-202(무선랜제공)', '목(09:30~10:45)', '이론', '83-202(무선랜제공)']",송재경 (대표교수),Y,60 (30),42,
171,교양,인문대학,철학과,1학년,C20.154,001,현대사회와 윤리,3-3-0,"['월(12:30~13:45)', '이론', '5-212(무선랜제공)', '수(12:30~13:45)', '이론', '5-212(무선랜제공)']",서원주 (대표교수),Y,60 (42),9,*(권장과목)
172,교양,인문대학,역사학부(서양사학전공),1학년,C20.155,001,현대서양의 형성,3-3-0,"['화(15:30~16:45)', '이론', '7-210', '목(15:30~16:45)', '이론', '7-210']",장문석 (대표교수),Y,60 (42),42,*권장과목
173,교양,사범대학,교육학과,1학년,C30.103,001,교육의 이해,3-3-0,"['화(14:00~14:50)', '이론', '10-105(무선랜제공)', '목(14:00~15:50)', '이론', '10-105(무선랜제공)']",이경미 (대표교수),Y,60 (30),19,
174,교양,사범대학,윤리교육과,1학년,C30.104,001,국가와 시민,3-3-0,"['월(14:00~15:15)', '이론', '10-1-308(무선랜제공)', '수(14:00~15:15)', '이론', '10-1-308(무선랜제공)']",조진호 (대표교수),Y,60 (42),27,
175,교양,사회과학대학,정치외교학부(외교학전공),1학년,C30.105,003,국제정치학입문,3-3-0,"['월(09:30~10:45)', '이론', '83-604(무선랜제공)', '수(09:30~10:45)', '이론', '83-604(무선랜제공)']",이유철 (대표교수),Y,60 (30),45,
176,교양,사회과학대학,정치외교학부(외교학전공),1학년,C30.105,004,국제정치학입문,3-3-0,"['월(11:00~12:15)', '이론', '83-402(무선랜제공)', '수(11:00~12:15)', '이론', '83-402(무선랜제공)']",변성호 (대표교수),Y,60 (30),36,
